103;0;0;16973;8;0.25;0.25;0.125;0.0;0.0;0.375;0.5;0.875;0;3696
252;5;1;10297;7;0.14285715;0.14285715;0.2857143;0.2857143;0.0;0.14285715;0.5714286;1.0;0;15363
347;1;0;55650;34;0.23529412;0.1764706;0.1764706;0.11764706;0.0882353;0.20588236;0.44117647;0.64705884;0;97540
82;1;0;6527;20;0.35;0.05;0.2;0.15;0.1;0.15;0.3;0.95;0;14074
440;3;1;49629;25;0.28;0.08;0.12;0.2;0.16;0.16;0.32;0.44;0;94267
71;2;1;61127;9;0.11111111;0.22222222;0.33333334;0.11111111;0.22222222;0.0;0.33333334;0.44444445;0;13948
472;5;0;73823;15;0.26666668;0.0;0.26666668;0.06666667;0.26666668;0.13333334;0.33333334;0.26666668;0;44183
171;1;0;88862;21;0.0;0.14285715;0.23809524;0.14285715;0.2857143;0.1904762;0.23809524;0.0952381;0;73990
180;5;0;67013;31;0.19354838;0.06451613;0.19354838;0.12903225;0.2580645;0.16129032;0.48387095;0.32258064;0;96036
25;2;0;4066;7;0.2857143;0.14285715;0.14285715;0.14285715;0.0;0.2857143;0.71428573;0.85714287;0;1976
135;0;0;47351;37;0.1891892;0.1891892;0.16216215;0.16216215;0.054054055;0.24324325;0.35135135;0.5675676;0;79507
281;3;0;7590;47;0.14893617;0.06382979;0.25531915;0.21276596;0.12765957;0.19148937;0.40425533;0.9574468;0;94747
333;3;1;83892;33;0.15151516;0.121212125;0.18181819;0.15151516;0.15151516;0.24242425;0.42424244;0.21212122;0;92157
337;0;1;57029;6;0.16666667;0.5;0.16666667;0.0;0.16666667;0.0;0.5;0.6666667;0;24302
431;0;1;38084;33;0.21212122;0.27272728;0.030303031;0.09090909;0.15151516;0.24242425;0.57575756;0.6060606;0;88383
269;1;0;83473;12;0.25;0.16666667;0.0;0.33333334;0.16666667;0.083333336;0.41666666;0.16666667;0;38679
230;2;0;39999;38;0.18421052;0.15789473;0.21052632;0.13157895;0.10526316;0.21052632;0.34210527;0.28947368;0;44508
322;1;0;55517;10;0.3;0.1;0.1;0.3;0.1;0.1;0.3;0.4;0;52360
402;4;0;93680;13;0.0;0.30769232;0.07692308;0.15384616;0.07692308;0.3846154;0.30769232;0.07692308;0;29087
449;4;1;52288;7;0.42857143;0.0;0.0;0.2857143;0.0;0.2857143;0.2857143;0.42857143;0;86876
51;3;1;52141;13;0.23076923;0.15384616;0.15384616;0.30769232;0.07692308;0.07692308;0.30769232;0.3846154;0;62515
425;5;0;73394;34;0.1764706;0.0882353;0.20588236;0.11764706;0.20588236;0.20588236;0.47058824;0.2647059;0;72581
77;0;1;63994;6;0.0;0.0;0.16666667;0.6666667;0.16666667;0.0;0.0;0.5;1;4905
242;2;0;58489;13;0.07692308;0.07692308;0.46153846;0.15384616;0.15384616;0.07692308;0.30769232;0.61538464;0;31969
467;3;1;41229;46;0.13043478;0.08695652;0.17391305;0.23913044;0.2173913;0.1521739;0.39130434;0.45652175;0;42186
439;1;1;51344;39;0.15384616;0.25641027;0.12820514;0.23076923;0.025641026;0.20512821;0.46153846;0.3846154;0;86934
237;1;1;59548;30;0.13333334;0.16666667;0.13333334;0.13333334;0.26666668;0.16666667;0.2;0.5;0;73378
436;0;0;14770;14;0.21428572;0.35714287;0.071428575;0.071428575;0.14285715;0.14285715;0.2857143;0.71428573;0;63916
471;5;0;79017;49;0.14285715;0.20408164;0.24489796;0.12244898;0.1632653;0.12244898;0.3877551;0.14285715;0;63122
72;0;0;61701;26;0.115384616;0.23076923;0.15384616;0.15384616;0.26923078;0.07692308;0.34615386;0.26923078;0;53248
486;1;0;9447;19;0.05263158;0.2631579;0.2631579;0.10526316;0.15789473;0.15789473;0.2631579;0.94736844;0;22406
408;5;0;80985;35;0.2857143;0.114285715;0.08571429;0.22857143;0.114285715;0.17142858;0.37142858;0.14285715;0;95796
292;4;0;67126;44;0.13636364;0.13636364;0.22727273;0.18181819;0.18181819;0.13636364;0.47727272;0.3409091;0;84571
209;0;0;82477;4;0.25;0.0;0.0;0.25;0.5;0.0;0.25;0.0;0;4438
433;3;0;15910;36;0.1388889;0.1388889;0.33333334;0.027777778;0.1388889;0.22222222;0.33333334;0.8888889;0;74285
52;1;1;33079;24;0.16666667;0.20833333;0.125;0.125;0.16666667;0.20833333;0.20833333;0.7083333;0;5098
124;5;0;92347;9;0.11111111;0.22222222;0.11111111;0.33333334;0.11111111;0.11111111;0.33333334;0.11111111;0;58432
263;3;0;2755;34;0.05882353;0.1764706;0.14705883;0.23529412;0.11764706;0.2647059;0.5;0.9705882;0;90828
374;3;0;62688;28;0.17857143;0.21428572;0.21428572;0.10714286;0.17857143;0.10714286;0.42857143;0.4642857;0;87511
411;1;0;4900;33;0.15151516;0.18181819;0.15151516;0.18181819;0.18181819;0.15151516;0.42424244;1.0;0;87055
