386;0;1;77446;39;0.07692308;0.2820513;0.12820514;0.15384616;0.15384616;0.20512821;0.33333334;0.30769232;0;98316
422;4;0;27692;4;0.5;0.0;0.25;0.0;0.25;0.0;0.5;0.75;0;46656
447;3;0;32907;27;0.22222222;0.2962963;0.11111111;0.11111111;0.074074075;0.18518518;0.25925925;0.5555556;0;5308
271;1;1;9701;4;0.0;0.0;0.0;0.5;0.5;0.0;0.75;0.75;0;28435
24;2;1;43615;11;0.09090909;0.09090909;0.36363637;0.27272728;0.18181819;0.0;0.45454547;0.54545456;0;35717
362;3;0;85871;21;0.23809524;0.0952381;0.2857143;0.14285715;0.14285715;0.0952381;0.42857143;0.0952381;0;7047
98;5;0;68549;37;0.13513513;0.1891892;0.13513513;0.1891892;0.24324325;0.10810811;0.4054054;0.2972973;0;93726
265;5;0;17463;17;0.23529412;0.11764706;0.05882353;0.3529412;0.11764706;0.11764706;0.47058824;0.7058824;0;33087
331;0;0;77267;44;0.18181819;0.27272728;0.18181819;0.1590909;0.09090909;0.11363637;0.27272728;0.18181819;0;92601
98;3;0;19311;4;0.0;0.0;0.25;0.0;0.0;0.75;0.0;1.0;0;2023
81;3;1;4338;42;0.11904762;0.23809524;0.04761905;0.23809524;0.21428572;0.14285715;0.33333334;0.97619045;0;92568
261;1;0;42657;11;0.09090909;0.09090909;0.36363637;0.18181819;0.09090909;0.18181819;0.18181819;0.90909094;0;5201
456;1;0;63572;15;0.26666668;0.06666667;0.13333334;0.06666667;0.13333334;0.33333334;0.46666667;0.46666667;0;90807
139;3;1;15454;46;0.13043478;0.2173913;0.13043478;0.13043478;0.2826087;0.10869565;0.3478261;0.9130435;0;93442
269;5;0;40768;5;0.0;0.4;0.0;0.2;0.2;0.2;0.2;0.8;0;4169
440;0;1;81168;11;0.36363637;0.0;0.36363637;0.0;0.18181819;0.09090909;0.54545456;0.09090909;0;9145
416;3;0;57502;37;0.16216215;0.13513513;0.13513513;0.16216215;0.21621622;0.1891892;0.43243244;0.5405405;0;85297
35;0;1;2369;12;0.16666667;0.33333334;0.16666667;0.16666667;0.0;0.16666667;0.25;0.9166667;0;4127
409;5;0;87890;7;0.2857143;0.42857143;0.0;0.0;0.14285715;0.14285715;0.2857143;0.14285715;0;11635
435;5;0;39734;43;0.20930232;0.13953489;0.093023255;0.20930232;0.13953489;0.20930232;0.39534885;0.53488374;0;79222
304;1;0;63598;17;0.11764706;0.23529412;0.11764706;0.05882353;0.23529412;0.23529412;0.29411766;0.3529412;0;47568
193;5;1;76114;17;0.29411766;0.23529412;0.05882353;0.1764706;0.11764706;0.11764706;0.5294118;0.29411766;0;95801
113;1;1;35315;8;0.0;0.125;0.125;0.5;0.125;0.125;0.125;0.75;0;19126
441;3;1;39840;5;0.0;0.2;0.6;0.0;0.0;0.2;0.2;0.6;1;34272
168;4;0;22310;6;0.0;0.5;0.16666667;0.16666667;0.16666667;0.0;0.16666667;0.8333333;0;5129
191;4;1;61074;23;0.13043478;0.17391305;0.3478261;0.08695652;0.13043478;0.13043478;0.4347826;0.3478261;0;73514
212;4;0;11403;42;0.11904762;0.14285715;0.23809524;0.11904762;0.14285715;0.23809524;0.35714287;0.9047619;0;90628
385;4;0;42617;26;0.07692308;0.15384616;0.23076923;0.23076923;0.0;0.30769232;0.30769232;0.6923077;0;69878
290;1;0;99188;44;0.22727273;0.09090909;0.13636364;0.20454545;0.22727273;0.11363637;0.3409091;0.0;0;92519
193;1;0;54785;32;0.15625;0.125;0.125;0.28125;0.15625;0.15625;0.4375;0.375;0;72071
175;2;1;60301;17;0.05882353;0.23529412;0.3529412;0.0;0.05882353;0.29411766;0.3529412;0.4117647;0;11333
358;3;0;41403;15;0.26666668;0.06666667;0.13333334;0.2;0.13333334;0.2;0.53333336;0.53333336;0;81512
483;0;1;50798;19;0.15789473;0.0;0.21052632;0.10526316;0.15789473;0.36842105;0.42105263;0.42105263;0;82828
479;5;0;89320;46;0.08695652;0.2826087;0.1521739;0.1521739;0.1521739;0.17391305;0.2173913;0.1521739;0;94753
303;0;0;15382;14;0.14285715;0.35714287;0.14285715;0.21428572;0.14285715;0.0;0.35714287;0.85714287;0;7301
229;2;0;71328;17;0.0;0.0;0.23529412;0.1764706;0.47058824;0.11764706;0.3529412;0.23529412;0;60839
455;0;1;41549;30;0.16666667;0.3;0.1;0.2;0.2;0.033333335;0.23333333;0.53333336;0;47432
449;2;1;29692;42;0.071428575;0.1904762;0.1904762;0.11904762;0.21428572;0.21428572;0.30952382;0.61904764;0;73268
477;2;0;779;21;0.14285715;0.04761905;0.23809524;0.1904762;0.0;0.3809524;0.3809524;1.0;0;82049
259;1;0;22730;6;0.16666667;0.33333334;0.16666667;0.0;0.16666667;0.16666667;0.16666667;0.8333333;0;5170
376;4;0;72483;24;0.16666667;0.25;0.16666667;0.125;0.16666667;0.125;0.375;0.16666667;0;75232
488;5;1;3064;36;0.11111111;0.055555556;0.22222222;0.22222222;0.16666667;0.22222222;0.4722222;1.0;0;95743
193;3;0;58436;34;0.20588236;0.14705883;0.20588236;0.1764706;0.05882353;0.20588236;0.4117647;0.3529412;0;96382
315;0;1;5597;25;0.16;0.2;0.16;0.2;0.16;0.12;0.48;0.96;0;66035
449;4;0;41332;3;0.33333334;0.0;0.0;0.0;0.33333334;0.33333334;0.33333334;0.0;0;2233
497;4;0;33703;6;0.33333334;0.0;0.0;0.33333334;0.33333334;0.0;0.16666667;0.8333333;0;5482
448;3;0;27811;5;0.0;0.6;0.0;0.2;0.2;0.0;0.4;0.6;0;18861
304;1;1;59977;16;0.1875;0.125;0.25;0.125;0.25;0.0625;0.125;0.6875;1;33052
271;2;0;96005;21;0.0;0.0952381;0.1904762;0.14285715;0.33333334;0.23809524;0.1904762;0.0;0;36568
300;1;0;11425;34;0.11764706;0.1764706;0.11764706;0.1764706;0.23529412;0.1764706;0.38235295;0.7941176;0;62413
221;2;1;21863;1;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0;2915
81;3;0;98543;3;0.0;0.33333334;0.0;0.0;0.6666667;0.0;0.33333334;0.0;0;4996
362;3;1;61457;16;0.375;0.125;0.3125;0.125;0.0625;0.0;0.375;0.4375;0;70788
76;3;0;86393;9;0.11111111;0.11111111;0.33333334;0.11111111;0.11111111;0.22222222;0.6666667;0.11111111;0;7103
439;5;0;66602;7;0.2857143;0.0;0.42857143;0.2857143;0.0;0.0;0.5714286;0.2857143;0;15212
251;1;0;75724;13;0.15384616;0.0;0.30769232;0.15384616;0.23076923;0.15384616;0.07692308;0.3846154;0;5236
344;4;1;7036;31;0.16129032;0.19354838;0.22580644;0.16129032;0.09677419;0.16129032;0.32258064;1.0;0;75386
484;2;1;34619;31;0.12903225;0.16129032;0.22580644;0.19354838;0.19354838;0.09677419;0.2580645;0.5483871;0;77778
176;0;0;88124;21;0.1904762;0.0952381;0.14285715;0.14285715;0.1904762;0.23809524;0.42857143;0.1904762;0;80578
327;5;1;91885;12;0.25;0.25;0.0;0.25;0.25;0.0;0.5833333;0.083333336;0;94810
367;2;0;89667;4;0.5;0.25;0.0;0.0;0.0;0.25;0.25;0.25;0;5372
212;1;0;79697;37;0.24324325;0.13513513;0.24324325;0.1891892;0.027027028;0.16216215;0.3243243;0.2972973;0;68560
252;4;0;31883;13;0.07692308;0.0;0.53846157;0.30769232;0.07692308;0.0;0.3846154;0.84615386;0;59174
357;4;1;70956;42;0.1904762;0.23809524;0.0952381;0.21428572;0.11904762;0.14285715;0.30952382;0.23809524;0;87088
